test_name,mapped_to_group,tier,group_patients,group_measurements
"PROTEIN S AG, FREE (TEST:MCSQ-PSTF1)",protein_s_free_ag_actual/normal,1,237,780
"PROTEIN S AG, FREE (TEST:NCPSF)",protein_s_free_ag_actual/normal,1,237,780
"PROTEIN S AG, FREE (TEST:NCSQE-PSTF1)",protein_s_free_ag_actual/normal,1,237,780
"PROTEIN S AG, TOTAL (TEST:EL:52000157953)",protein_s_ag,1,2,4
"PROTEIN S AG, TOTAL (TEST:FCPSTF2)",protein_s_ag_actual/normal,1,11,21
"PROTEIN S AG, TOTAL (TEST:NCPST1)",protein_s_ag_actual/normal,1,11,21
"PROTEIN S AG, TOTAL (TEST:NCSQE-PSTF2)",protein_s_ag_actual/normal,1,11,21
"PROTEIN S ANTIGEN-FREE, PLASMA (TEST:WC601.9010)",protein_s_free_ag_actual/normal,1,237,780
PROTEIN S BLOOD (TEST:EL:5200011133),protein_s,1,526,1752
PROTEIN S FREE AG (%) BLOOD (TEST:EL:5200011198),protein_s_free_ag_actual/normal,1,237,780
PROTEIN S FUNCTIONAL BLOOD (TEST:EL:5290006291),protein_s_actual/normal,1,31,95
"PROTEIN S FUNCTIONAL, PLASMA (TEST:WC601.9000)",protein_s,1,526,1752
PROTEIN S FUNCTIONAL/ACTIVITY (TEST:FC50.0241),protein_s,1,526,1752
PROTEIN TOTAL (TEST:VCSQE-PRT),protein,1,5835,548857
PROTEIN TOTAL BLOOD (TEST:EL:52000158895),protein,1,5835,548857
PROTHROMBIN FRAG 1+2 (TEST:MCSQ-PTF12),prothrombin_fragment_1+2,1,33,86
PROTHROMBIN GENE MUTATION (TEST:BH1-429),f2_gene_targeted_mutation_analysis,1,102,133
PROTHROMBIN TIME (PT) (TEST:MCSQ-ALUPP2),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (PT) (TEST:NCSQE-ALUPP2),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (PT) BLOOD (TEST:EL:5290007131),coagulation_tissue_factor_induced,1,5349,326072
"PROTHROMBIN TIME (PT), P (TEST:FCLUP1)",coagulation_tissue_factor_induced,1,5349,326072
"PROTHROMBIN TIME (PT), P (TEST:MCSQ-LUP1)",coagulation_tissue_factor_induced,1,5349,326072
"PROTHROMBIN TIME (PT), P (TEST:NCSQE-LUP1)",coagulation_tissue_factor_induced,1,5349,326072
"PROTHROMBIN TIME (PT), P (TEST:SCLUP1)",coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:EL:5210000392),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:FC20.0400),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:FC70.0100),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:FH20.0400),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:MHSQ-ZPT),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:NCPRTME),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:NHSQE-ZPT),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:VHSQE-ZPT),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:WH201.0200),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME (TEST:WHZPT),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME - CA (TEST:NHPT1C),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME BLOOD (TEST:EL:5290006796),coagulation_tissue_factor_induced,1,5349,326072
PROTHROMBIN TIME/INR (TEST:WH201.0100),coagulation_tissue_factor_induced_inr,1,5349,323024
PROTIME (TEST:NCPT),coagulation_tissue_factor_induced,1,5349,326072
PROTIME (TEST:NHPT),coagulation_tissue_factor_induced,1,5349,326072
PRPTEASE MUTATIONS (TEST:WC677.0660),hiv_protease_gene_mutations_detected,1,20,111
PS/PT AB IGG (TEST:EL:5290000075),phosphatidylserine-prothrombin_complex_ab_igg,1,8,11
PS/PT AB IGM (TEST:EL:5290000076),phosphatidylserine-prothrombin_complex_ab_igm,1,7,8
PT (INCUB W/NL PLASMA) (TEST:EL:5200011247),coagulation_tissue_factor_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,12,43
PT (PAT/CTRL) (TEST:MH130),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:BH1-48),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:BHPT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:DCSQE-PT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:DHSQE-PT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:EL:5200011202),pt_test_el_5200011202,3,26,76
PT (TEST:FHPT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:MH.PT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:MHMCAPT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:MHPT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:MHSQ-PT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:NHSQE-PT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:SH200.0300),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:SHPT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:VHSQE-PT),coagulation_tissue_factor_induced,1,5349,326072
PT (TEST:WHPT),coagulation_tissue_factor_induced,1,5349,326072
PT 850 (TEST:BH1-615),coagulation_tissue_factor_induced,1,5349,326072
PT AFTER HEPZYME (TEST:EL:5200011229),pt_after_hepzyme_test_mhsq-pthpz,3,12,23
PT AFTER HEPZYME (TEST:MHSQ-PTHPZ),pt_after_hepzyme_test_mhsq-pthpz,3,12,23
PT BLOOD (TEST:EL:5200011201),coagulation_tissue_factor_induced,1,5349,326072
PT INR (TEST:MHMDAINR),coagulation_tissue_factor_induced_inr,1,5349,323024
PT MIX 1:1 (TEST:FC70.0300),coagulation_tissue_factor_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,12,43
PT MIX 1:1 (TEST:MCSQ-PTMX1),pt_mix_1_1_test_mcsq-ptmx1,3,1,4
PT MIX 1:1 (TEST:NCPTMX),coagulation_tissue_factor_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,12,43
PT MIX 1:1 (TEST:NCSQE-PTMX1),coagulation_tissue_factor_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,12,43
PT MIXING STUDY (TEST:BHPTMX),pt_mixing_study_test_mhsq-ptmx,3,31,99
PT MIXING STUDY (TEST:EL:5200011246),pt_mixing_study_test_mhsq-ptmx,3,31,99
PT MIXING STUDY (TEST:MHSQ-PTMX),pt_mixing_study_test_mhsq-ptmx,3,31,99
PT POC (TEST:MHSQ-PT7),pt_poc_test_mhsq-pt7,3,80,186
PT POC (TEST:VHSQE-PT7),pt_poc_test_mhsq-pt7,3,80,186
PT WB (TEST:NHPTWB),coagulation_tissue_factor_induced,1,5349,326072
PT(INR) (TEST:BH1-265),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:BHPTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:DHSQE-PTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:FHPTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:MH.PTINR),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:MHPT-INR),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:MHSQ-PTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:NHSQE-PTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:SHPTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:VHSQE-PTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR (TEST:WHPTI),coagulation_tissue_factor_induced_inr,1,5349,323024
PT-INR AFTER HEPZYME (TEST:MHSQ-PTIHPZ),pt-inr_after_hepzyme_test_mhsq-ptihpz,3,12,21
PTNT INTERP (TEST:NCPTNTI),coagulation_specialist_review,1,1196,7775
PTNT INTERPRETATION (TEST:BCPTNTB2),coagulation_specialist_review,1,1196,7775
PTNT INTERPRETATION (TEST:DCSQE-PTNTB2),coagulation_specialist_review,1,1196,7775
PTNT INTERPRETATION (TEST:MCSQ-PTNTB2),coagulation_specialist_review,1,1196,7775
PTNT INTERPRETATION BLOOD (TEST:EL:5200011251),coagulation_specialist_review,1,1196,7775
PTT (LAC) SCREEN (TEST:FC50.5059),coagulation_surface_induced,1,4642,303996
PTT (TEST:BH1-49),coagulation_surface_induced,1,4642,303996
PTT (TEST:FC20.0426),coagulation_surface_induced,1,4642,303996
PTT (TEST:FH20.0425),coagulation_surface_induced,1,4642,303996
PTT (TEST:MH132),coagulation_surface_induced,1,4642,303996
PTT (TEST:SH200.0500),coagulation_surface_induced,1,4642,303996
PTT (TEST:WH201.0400),coagulation_surface_induced,1,4642,303996
PTT AFTER HEPZYME (TEST:EL:5200011271),ptt_after_hepzyme_test_el_5210000397,3,300,865
PTT AFTER HEPZYME (TEST:EL:5210000397),ptt_after_hepzyme_test_el_5210000397,3,300,865
PTT AFTER HEPZYME (TEST:MHSQ-ZPTTHZ),ptt_after_hepzyme_test_el_5210000397,3,300,865
PTT AFTER HEPZYME (TEST:WHZPTTHZ),ptt_after_hepzyme_test_el_5210000397,3,300,865
PTT MIXING STUDY (TEST:BH1-560),ptt_mixing_study_test_mhsq-pttmx,3,42,126
PTT MIXING STUDY (TEST:BHPTTMX),ptt_mixing_study_test_mhsq-pttmx,3,42,126
PTT MIXING STUDY (TEST:DHSQE-PTTMX),ptt_mixing_study_test_mhsq-pttmx,3,42,126
PTT MIXING STUDY (TEST:EL:5200011275),ptt_mixing_study_test_mhsq-pttmx,3,42,126
PTT MIXING STUDY (TEST:MHSQ-PTTMX),ptt_mixing_study_test_mhsq-pttmx,3,42,126
PTT NORMAL POOL MIX (TEST:NHPTTMSP),coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,17,81
PTT TREATED W/HEPZYME (TEST:BH1-564),ptt_treated_w/hepzyme_test_bh1-564,3,1,1
PTT-D 1:1 MIX BLOOD (TEST:EL:5290006801),coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,17,81
PTT-D HEPARIN NEUTRALIZED BLOOD (TEST:EL:5290006800),coagulation_surface_induced^post_heparin_neutralization,1,3,5
PTT-LA (TEST:BHPTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:EL:5200011274),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:MCSQ-PTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:MHPTT-LA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:MHSQ-PTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:NHSQE-PTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:VHSQE-PTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:WCPTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA (TEST:WHPTTLA),coagulation_surface_induced_lupus_sensitive,1,932,4405
PTT-LA SCREEN (PTT-D) BLOOD (TEST:EL:5290006797),coagulation_surface_induced_lupus_sensitive,1,932,4405
PUMP HCT (TEST:MHSQ-PHCT),erythrocyte/blood,1,5919,924047
QUANTIFERON NIL BLOOD (TEST:EL:5290006042),gamma_interferon_background,1,61,132
QUANTITATIVE D DIMER (TEST:NHDDIMQ),fibrin_d-dimer,1,2783,22624
RAPID GLUCOSE (TEST:DCSQE-RGLU),glucose,1,5640,1901173
RDW (HE) (TEST:FC50.10010),erythrocyte,1,5919,937555
RDW (TEST:BH1-8),erythrocyte,1,5919,937555
RDW (TEST:BHRDW),erythrocyte,1,5919,937555
RDW (TEST:DCSQE-RDW),erythrocyte,1,5919,937555
RDW (TEST:DHSQE-RDW),erythrocyte,1,5919,937555
RDW (TEST:FHRDW),erythrocyte,1,5919,937555
RDW (TEST:MHRDW),erythrocyte,1,5919,937555
RDW (TEST:MHSQ-RDW),erythrocyte,1,5919,937555
RDW (TEST:MHSQ-RDW1),erythrocyte,1,5919,937555
RDW (TEST:MHSQ-RDW3),erythrocyte,1,5919,937555
RDW (TEST:MHSQ-RDW4),erythrocyte,1,5919,937555
RDW (TEST:MHSQ-RDW5),erythrocyte,1,5919,937555
RDW (TEST:NCSQE-RDW),erythrocyte,1,5919,937555
RDW (TEST:NHRDW),erythrocyte,1,5919,937555
RDW (TEST:NHSQE-RDW),erythrocyte,1,5919,937555
RDW (TEST:SHRDW),erythrocyte,1,5919,937555
RDW (TEST:VCSQE-HPRDW2),erythrocyte,1,5919,937555
RDW (TEST:VHSQE-RDW),erythrocyte,1,5919,937555
RDW (TEST:WH101.0800),erythrocyte,1,5919,937555
RDW (TEST:WHRDW),erythrocyte,1,5919,937555
RDW BLOOD (TEST:EL:5200012143),erythrocyte,1,5919,937555
RDW-CV (TEST:NCRDWCV),erythrocyte_distribution_width,1,757,12416
RDW-CV (TEST:NHRDWCV),erythrocyte_distribution_width,1,757,12416
RDWCV (TEST:NHORDWCV),erythrocyte_distribution_width,1,757,12416
RED CELL DIST-CV (TEST:FH20.0062),erythrocyte,1,5919,937555
RED CELL DIST-CV (TEST:FH601.0270),erythrocyte,1,5919,937555
REPTILASE TIME (TEST:BH1-170),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:BHREPT),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:DHSQE-REPT),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:FC70.1200),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:MH194),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:MHREPT),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:MHSQ-REPT),coagulation_reptilase_induced,1,8,69
REPTILASE TIME (TEST:NCRPTL1),coagulation_reptilase_induced,1,8,69
REPTILASE TIME BLOOD (TEST:EL:5200012177),coagulation_reptilase_induced,1,8,69
REPTILASE TIME BLOOD (TEST:EL:5290006799),coagulation_reptilase_induced,1,8,69
"REPTILASE TIME, P (TEST:EL:5200012499)",coagulation_reptilase_induced,1,8,69
"REPTILASE TIME, P (TEST:FCRPTL1)",coagulation_reptilase_induced,1,8,69
"REPTILASE TIME, P (TEST:NCSQE-RPTL1)",coagulation_reptilase_induced,1,8,69
REVIEWED BY: (TEST:FCLUP6),coagulation_specialist_review,1,1196,7775
REVIEWED BY: (TEST:MCSQ-LUP6),coagulation_specialist_review,1,1196,7775
REVIEWED BY: (TEST:NCSQE-LUP6),coagulation_specialist_review,1,1196,7775
REVIEWED BY: (TEST:SCLUP6),coagulation_specialist_review,1,1196,7775
RISOTCETIN 0.5 MG/ML (TEST:BH1-545),platelet_aggregation_ristocetin_induced^low_dose,1,11,53
RISTOCET (TEST:BH1-90),platelet_aggregation_ristocetin_induced,1,10,22
RISTOCETIN 1.25 MG/ML (TEST:BH1-546),platelet_aggregation_ristocetin_induced^high_dose,1,11,53
RISTOCETIN COFACTOR (TEST:MHSQ-RISTO),von_willebrand_factor_ristocetin_cofactor_activity_actual/normal,1,53,252
RISTOCETIN COFACTOR (TEST:WHRISTO),von_willebrand_factor_ristocetin_cofactor_activity_actual/normal,1,53,252
RISTOCETIN COFACTOR BLOOD (TEST:EL:5200012368),von_willebrand_factor_ristocetin_cofactor_activity_actual/normal,1,53,252
RVV (TEST:BH1-168),coagulation_dilute_russell_viper_venom_induced,1,70,331
SAO2 EXER (TEST:NCSAO2E),sao2_rest_test_ncsao2r,3,86,474
SAO2 REST (TEST:NCSAO2R),sao2_rest_test_ncsao2r,3,86,474
SATURATED O2 (TEST:EL:5200013056),oxygen_saturation,1,1383,166316
SATURATED OXYGEN ISTAT (TEST:NCO2IS),saturated_oxygen_istat_test_nco2is,3,24,158
SCVO2 (TEST:MCSQ-SO2CV),oxygen_saturation_venous,3,2572,47106
SED RATE (EDTA) (TEST:NHSREDTA),erythrocyte,1,5919,937555
SED RATE (TEST:DHSQE-ESR),erythrocyte,1,5919,937555
SED RATE (TEST:NHSR),erythrocyte,1,5919,937555
SED RATE (TEST:SH100.6400),erythrocyte,1,5919,937555
SEDIMENTATION RATE (TEST:NCSR),erythrocyte,1,5919,937555
SEDIMENTATION RATE (TEST:VHSQE-ESR),erythrocyte,1,5919,937555
SEDIMENTATION RATE (TEST:WH151.0100),erythrocyte,1,5919,937555
SEQUENCE (TEST:MCSQ-SEQ),sequence_test_mcsq-seq,3,40,483
SERUM ALBUMIN (TEST:BC3-154),albumin,1,5841,551491
SERUM CREATININE (TEST:FC10.0220),creatinine,1,5640,989969
SERUM CREATININE (TEST:FC10.3200),creatinine,1,5640,989969
SERUM GLUT OXAL TRANS (TEST:FC10.0260),aspartate_aminotransferase,1,5835,545123
SERUM GLUT.PYRUVATE TRANS (TEST:FC10.0270),alanine_aminotransferase,1,5836,542827
SERUM TOTAL PROTEIN (TEST:DISQE-TPCI),protein,1,5835,548857
SERUM TOTAL PROTEIN (TEST:MISQ-TPCI),protein,1,5835,548857
SERUM TOTAL PROTEIN (TEST:NISQE-TPCI),protein,1,5835,548857
SERUM TOTAL PROTEIN (TEST:WITPCI),protein,1,5835,548857
SGOT (ALTERNATE METHOD) (TEST:MCSGOT-A),aspartate_aminotransferase,1,5835,545123
SGOT (TEST:DCSQE-SGOT),aspartate_aminotransferase,1,5835,545123
SGOT (TEST:MCSQ-AST7),aspartate_aminotransferase,1,5835,545123
SGOT/AST (TEST:SC400.3800),aspartate_aminotransferase,1,5835,545123
SGPT (TEST:MCSQ-ALT7),alanine_aminotransferase,1,5836,542827
SGPT/ALT (TEST:SC400.3900),alanine_aminotransferase,1,5836,542827
SJP-ESR (TEST:BH1-404),erythrocyte,1,5919,937555
SJP-GLUCOSE (TEST:BH2-49),glucose,1,5640,1901173
SJP-HCT (TEST:BH1-360),erythrocyte/blood,1,5919,924047
SJP-HGB (TEST:BH1-359),hemoglobin,1,5920,1122284
SJP-PLT (TEST:BH1-365),platelets,1,5919,919015
SJP-RDW (TEST:BH1-364),erythrocyte,1,5919,937555
SJP-WBG (TEST:BC1-1161),glucose,1,5640,1901173
SJP-WIC HCT (TEST:BH1-433),erythrocyte/blood,1,5919,924047
SMALL LDL PARTICLE CONCENTRATI (TEST:WC677.0776),lipoprotein_beta_subparticle_small,1,1,3
SMALL LDL PARTICLE CONCENTRATI (TEST:WC954.1045),lipoprotein_beta_subparticle_small,1,1,3
SMEAR (TEST:EL:5200013016),sodium,1,5636,1070808
SO2 (TEST:BCSO2),oxygen_saturation,1,1383,166316
SO2 (TEST:BCSO28),oxygen_saturation_venous,3,2572,47106
SO2 (TEST:EL:5200013057),oxygen_saturation_venous,3,2572,47106
SO2 (TEST:MCSQ-SO2),oxygen_saturation,1,1383,166316
SO2 (TEST:VCSQE-SO2),oxygen_saturation,1,1383,166316
SO2(CALC) (TEST:BC1-138),oxygen_saturation,1,1383,166316
"SO2, UNSPECIFIED BLOOD (TEST:EL:5200009955)",oxygen_saturation,1,1383,166316
"SO2, UNSPECIFIED BLOOD (TEST:EL:5200013055)",oxygen_saturation,1,1383,166316
"SO2, VENOUS (TEST:EL:5200015421)",oxygen_saturation_venous,3,2572,47106
"SO2-MIXED (SO2, MIXED BLD) BLOOD (TEST:EL:5220000326)",oxygen_saturation,1,1383,166316
"SO2-VENOUS (SO2, VENOUS) BLOOD (TEST:EL:5200013058)",oxygen_saturation_venous,3,2572,47106
"SO2-VENOUS (SO2, VENOUS) BLOOD (TEST:EL:5220000325)",oxygen_saturation_venous,3,2572,47106
SODIUM (RT) (TEST:SC310.0010),sodium,1,5636,1070808
SODIUM (STAT LAB) (TEST:MCSQ-XNA),sodium,1,5636,1070808
SODIUM (TEST:BC1-8),sodium,1,5636,1070808
SODIUM (TEST:BCPNA),sodium,1,5636,1070808
SODIUM (TEST:DCSQE-NA),sodium,1,5636,1070808
SODIUM (TEST:DCSQE-PNA),sodium_test_el_5200009660,3,76,1619
SODIUM (TEST:DHSQE-NA),sodium,1,5636,1070808
SODIUM (TEST:EL:5200009660),sodium_test_el_5200009660,3,76,1619
SODIUM (TEST:FC10.0105),sodium,1,5636,1070808
SODIUM (TEST:FC500.0750),sodium,1,5636,1070808
SODIUM (TEST:FC500.0800),sodium,1,5636,1070808
SODIUM (TEST:FCNA),sodium,1,5636,1070808
SODIUM (TEST:MC.NA),sodium,1,5636,1070808
SODIUM (TEST:MC/NA),sodium,1,5636,1070808
SODIUM (TEST:MCNA),sodium,1,5636,1070808
SODIUM (TEST:MCSQ-NA),sodium,1,5636,1070808
SODIUM (TEST:MCSQ-NA1),sodium,1,5636,1070808
SODIUM (TEST:MCSQ-SODA),sodium,1,5636,1070808
SODIUM (TEST:NCNA),sodium,1,5636,1070808
SODIUM (TEST:NCRTNA),sodium,1,5636,1070808
SODIUM (TEST:NCSQE-NA),sodium,1,5636,1070808
SODIUM (TEST:NHNA),sodium,1,5636,1070808
SODIUM (TEST:NHSQE-NA),sodium,1,5636,1070808
SODIUM (TEST:SC400.1400),sodium,1,5636,1070808
SODIUM (TEST:SCNA),sodium,1,5636,1070808
SODIUM (TEST:SCSODA),sodium,1,5636,1070808
SODIUM (TEST:VCSQE-NA),sodium,1,5636,1070808
SODIUM (TEST:VCSQE-SODA),sodium,1,5636,1070808
SODIUM (TEST:WC326.2105),sodium,1,5636,1070808
SODIUM (TEST:WC331.0100),sodium,1,5636,1070808
SODIUM (TEST:WCNA),sodium,1,5636,1070808
SODIUM (TEST:WCSODA),sodium,1,5636,1070808
SODIUM BLOOD (TEST:EL:5200009655),sodium,1,5636,1070808
SODIUM BLOOD (TEST:EL:5200010860),sodium,1,5636,1070808
SODIUM BLOOD (TEST:EL:5200013061),sodium,1,5636,1070808
SODIUM SERUM (TEST:NCRTNA),sodium,1,5636,1070808
SODIUM-POC (TEST:MCSQ-NA7),sodium-poc_test_ncsqe-na7,3,17,163
SODIUM-POC (TEST:NCSQE-NA7),sodium-poc_test_ncsqe-na7,3,17,163
SOLUBLE IL 2R ALPHA (TEST:DCSQE-IL2RA),interleukin_2_receptor_alpha_chain_soluble,1,2,7
SOLUBLE IL 2R ALPHA (TEST:MCSQ-IL2RA),interleukin_2_receptor_alpha_chain_soluble,1,2,7
SP COAG COMMENT: (TEST:EL:5200012724),coagulation_factor_x_activity_actual/normal,1,70,926
SP.COAG.INTERP (TEST:BHBWSCI),coagulation_specialist_review,1,1196,7775
SP.COAG.INTERP (TEST:DHSQE-BWSCI),coagulation_specialist_review,1,1196,7775
SP.COAG.INTERP (TEST:EL:52000157245),coagulation_specialist_review,1,1196,7775
SP.COAG.INTERP (TEST:FHBWSCI),coagulation_specialist_review,1,1196,7775
SPEC COAG INTERP 2 (TEST:NCCCC2),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERP (TEST:MHSCLINT),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERP (TEST:MHSQ-SCLINT),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERP (TEST:VHSQE-SCLINT),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERP (TEST:WHSCLINT),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERP. (TEST:EL:5200012744),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERPRETATION (TEST:FCCCC2),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERPRETATION (TEST:NCSQE-CCC2),coagulation_specialist_review,1,1196,7775
SPECIAL COAG INTERPRETATION (TEST:SCCCC2),coagulation_specialist_review,1,1196,7775
SPONT RESP RATE (TEST:EL:5200015544),spont_resp_rate_test_fcasrr,3,30,362
SPONT RESP RATE (TEST:FC90.0050),spont_resp_rate_test_fcasrr,3,30,362
SPONT RESP RATE (TEST:FC90.0160),spont_resp_rate_test_fcasrr,3,30,362
SPONT RESP RATE (TEST:FCASRR),spont_resp_rate_test_fcasrr,3,30,362
SPONT RESP RATE (TEST:FCVSRR),spont_resp_rate_test_fcasrr,3,30,362
SPONT RESP RATE BLOOD (TEST:EL:5200001714),spont_resp_rate_test_fcasrr,3,30,362
SPONTANEOUS PLT AGG (TEST:MHSPLTAG),spontaneous_plt_agg_test_mhspltag,3,1,1
STACLOT APTT (TEST:EL:5200012674),coagulation_surface_induced,1,4642,303996
STACLOT APTT (TEST:FC70.2600),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
STACLOT APTT (TEST:NCSQE-SAPTT),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
STACLOT APTT (TEST:NCSTAPTT),coagulation_surface_induced,1,4642,303996
STACLOT DELTA (TEST:EL:5200012770),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
SUPERSTAT APTT (TEST:MHSQ-XPTT),coagulation_surface_induced,1,4642,303996
SUPERSTAT APTT (TEST:MHXPTT),coagulation_surface_induced,1,4642,303996
SUPERSTAT FIBRINOGEN (TEST:MHSQ-XFIB),fibrinogen,1,2190,36224
SUPERSTAT PT (TEST:MHSQ-XPT),coagulation_tissue_factor_induced,1,5349,326072
SUPERSTAT PT (TEST:MHXPT),coagulation_tissue_factor_induced,1,5349,326072
SUPERSTAT PT-INR (TEST:MHSQ-XPTI),coagulation_tissue_factor_induced_inr,1,5349,323024
SVO2 (TEST:MCSQ-SO2MV),oxygen_saturation,1,1383,166316
T BILIRUBIN (TEST:FC500.3300),bilirubin,1,5833,539024
T BILIRUBIN (TEST:FC500.3350),bilirubin,1,5833,539024
TBIL (TEST:MCPOL125),bilirubin,1,5833,539024
TBIL (TEST:MCSQ-TBIL4),bilirubin,1,5833,539024
TBILI (NEO) (TEST:WC331.2500),bilirubin,1,5833,539024
TCO2 (TEST:BC1-141),carbon_dioxide,1,5636,1337444
TCO2 (TEST:BCTCO2),carbon_dioxide,1,5636,1337444
TCO2 (TEST:BCTCOBG8),tco2_test_el_5200013657,3,175,4477
TCO2 (TEST:EL:5200013657),tco2_test_el_5200013657,3,175,4477
TCO2 (TEST:NCSQE-TCO2),carbon_dioxide,1,5636,1337444
TCO2 (TEST:NCTCO2),carbon_dioxide,1,5636,1337444
TCO2 (TEST:NCTCO2IS),carbon_dioxide,1,5636,1337444
TCO2 (TEST:VCSQE-TCO2),carbon_dioxide,1,5636,1337444
TCO2 (VENOUS) (TEST:NCSQE-TCO27V),carbon_dioxide,1,5636,1337444
TCO2 BLOOD (TEST:EL:5200013649),carbon_dioxide,1,5636,1337444
TEMP (TEST:BCBGTEMP),temp_blood_test_el_5200002019,3,871,35484
TEMP (TEST:MCSQ-TEMPO),temp_test_mcsq-tempo,3,438,5878
TEMP (TEST:MCTEMOUT),temp_test_mctemout,3,4,195
TEMP (TEST:MCTEMPO),temp_test_mcsq-tempo,3,438,5878
TEMP BLOOD (TEST:EL:5200002019),temp_blood_test_el_5200002019,3,871,35484
TEMP. BLOOD (TEST:EL:5200013723),temp._blood_test_el_5200013725,3,132,1300
TEMP. BLOOD (TEST:EL:5200013725),temp._blood_test_el_5200013725,3,132,1300
TEMP. BLOOD (TEST:EL:5200014195),temp._blood_test_el_5200014195,3,1,1
TEMPERATURE (TEST:SC301.1400),temperature_test_sc301.1400,3,2,8
TEST SITE (BG/PULSE OX) BLOOD (TEST:EL:5200002018),test_site_bg/pulse_ox_blood_test_el_5200002018,3,200,1139
